FigFam	description	X188.non.day.1	X190.non.day.1	X191.non.day.1	X196.non.day.1	X197.non.day.1	X200.non.day.1	X187.carb.day.1	X189.carb.day.1	X192.carb.day.1	X194.carb.day.1	X195.carb.day.1	Pvalues	Qvalues	fold_change
FIG00009628_Programmed_cell_death_toxin_YdcE_	FIG00009628	Programmed_cell_death_toxin_YdcE_	319.8	45.7	246.6	381.4	788.4	1561.3	121.3	139.7	1270.3	199.1	1199.5	0.937038757	0.942808315	1.051651113
FIG00751509_FIG00751510:_hypothetical_protein_	FIG00751509	FIG00751510:_hypothetical_protein_	0	0	0.8	4.4	0	51.1	4.5	36.2	0	2.7	0	0.942850763	0.942808315	-1.081029186
FIG01608114_protein_of_unknown_function_DUF323_	FIG01608114	protein_of_unknown_function_DUF323_	46.7	21.1	146.5	27.4	200	399.5	233.4	15.5	95.4	35.7	282	0.936773096	0.942808315	-1.058912387
FIG00004180_Magnesium_and_cobalt_transport_protein_CorA_	FIG00004180	Magnesium_and_cobalt_transport_protein_CorA_	100.3	308.5	218.7	187.5	277.4	1422	561.3	266.3	542.5	145.5	499	0.949300249	0.942808315	-1.040074126
FIG01328426_cyclic_nucleotide-binding_protein_	FIG01328426	cyclic_nucleotide-binding_protein_	18.3	9.5	53.2	27.4	92.6	390.4	76.3	10.4	200.7	68.7	111.6	0.945910435	0.942808315	-1.053738151
FIG00002198_Cobalt-precorrin-6y_C5-methyltransferase_(EC_2.1.1.-)_	FIG00002198	Cobalt-precorrin-6y_C5-methyltransferase_(EC_2.1.1.-)_	1.7	2.1	0	0	4.5	13.9	4.5	0	4	2.7	9.3	0.93891904	0.942808315	1.108108108
"FIG00057611_Pantoate_kinase,_archaeal_(EC_2.7.1.-)_"	FIG00057611	"Pantoate_kinase,_archaeal_(EC_2.7.1.-)_"	23.3	2.2	6.3	3.3	5.9	46.4	13.5	15.6	27.8	5.5	12.4	0.949060887	0.942808315	1.027002288
FIG00793220_Glutamine_transport_system_permease_protein_glnP_(TC_3.A.1.3.2)_	FIG00793220	Glutamine_transport_system_permease_protein_glnP_(TC_3.A.1.3.2)_	0	0	0.8	0	10.4	9.2	0	0	2	0	15.5	0.949347918	0.942808315	1.029411765
FIG00010285_Ribonucleotide_reductase_of_class_II_(coenzyme_B12-dependent)_(EC_1.17.4.1)_	FIG00010285	Ribonucleotide_reductase_of_class_II_(coenzyme_B12-dependent)_(EC_1.17.4.1)_	264.7	172.8	189.3	245.5	349	1859	646.2	173.4	592.4	196.1	1072.2	0.945254289	0.942808315	1.044171022
FIG00005111_Nitrogen_regulatory_protein_P-II_	FIG00005111	Nitrogen_regulatory_protein_P-II_	212.1	57.5	323.6	231.4	203.9	2820.1	1171.5	248.4	523	142.6	970.2	0.940038831	0.942808315	-1.049568566
FIG00519364_FIG00519369:_hypothetical_protein_	FIG00519364	FIG00519369:_hypothetical_protein_	0	2.1	0.8	0	53.7	41.8	0	0	6	64.5	6.2	0.938140771	0.942808315	-1.069100391
"FIG00001462_Putative_membrane_protein,_clustering_with_ActP_"	FIG00001462	"Putative_membrane_protein,_clustering_with_ActP_"	3.3	7.4	17.2	2.2	3	23.2	0	2.6	31.8	11	3.1	0.947442851	0.942808315	1.03374778
"FIG00001316_Zn-dependent_hydrolase,_RNA-metabolising,_CPSF_100_kDa_analog_"	FIG00001316	"Zn-dependent_hydrolase,_RNA-metabolising,_CPSF_100_kDa_analog_"	1147.7	724.3	516.9	1525.5	788.8	4246	2402.1	1311.7	1099.5	972.3	1395	0.945236221	0.942808315	-1.038585448
FIG00532708_protein_of_unknown_function_DUF1602_	FIG00532708	protein_of_unknown_function_DUF1602_	0	0	0.8	0	0	23.2	0	0	21.9	0	0	0.939409073	0.942808315	1.095
FIG00511970_Protein_of_unknown_function_DUF91_	FIG00511970	Protein_of_unknown_function_DUF91_	3.4	0	0	0	3	4.6	0	0	6	1.4	3.1	0.940600035	0.942808315	1.145454545
FIG01376775_HipA_N-terminal_domain_protein_	FIG01376775	HipA_N-terminal_domain_protein_	5	7.4	3.1	6.6	5.2	46.4	26.9	0	21.8	6.8	9.3	0.945250695	0.942808315	1.055088195
FIG00437638_FIG00437642:_hypothetical_protein_	FIG00437638	FIG00437642:_hypothetical_protein_	3.3	8.4	14.1	12.1	5.2	251	0	2.6	174.9	0	80.6	0.949390039	0.942808315	1.053111187
"FIG01348026_2,4-dienoyl-CoA_reductase_"	FIG01348026	"2,4-dienoyl-CoA_reductase_"	8.3	0	0	24.1	1.5	4.6	9	20.7	2	0	3.1	0.945885437	0.942808315	1.084675325
"FIG00016745_Type_II_secretory_pathway,_ATPase_PulE/Tfp_pilus_assembly_pathway,_ATPase_PilB_"	FIG00016745	"Type_II_secretory_pathway,_ATPase_PulE/Tfp_pilus_assembly_pathway,_ATPase_PilB_"	1.7	6.4	18	6.6	8.1	37.2	9	7.8	29.8	8.3	6.2	0.945848425	0.942808315	-1.063829787
FIG00899307_Monofunctional_biosynthetic_peptidoglycan_transglycosylase_(EC_2.4.2.-)_	FIG00899307	Monofunctional_biosynthetic_peptidoglycan_transglycosylase_(EC_2.4.2.-)_	1433.5	610.2	1121.1	1969.2	2132.4	13306.5	5336.3	1971.1	2701.3	2094	5751.9	0.941377401	0.942808315	1.041443841
"FIG00004589_Putative_deoxyribose-specific_ABC_transporter,_ATP-binding_protein_"	FIG00004589	"Putative_deoxyribose-specific_ABC_transporter,_ATP-binding_protein_"	384	605.6	1088.9	514.1	1532.5	6491.5	2580.8	468.3	3254.1	1962.1	917.6	0.948671106	0.942808315	1.037948119
FIG00067681_Transcription-repair_coupling_factor_	FIG00067681	Transcription-repair_coupling_factor_	1151.5	789.9	1899.4	1535.3	2205	25129.2	9394.5	2279.1	3037.5	1990.3	9359.3	0.937631767	0.942808315	-1.045965125
FIG00002416_DinG_family_ATP-dependent_helicase_CPE1197_	FIG00002416	DinG_family_ATP-dependent_helicase_CPE1197_	531.3	66.9	326.5	1401	317.6	5321.7	3074.4	633.6	643.9	340.4	2218.9	0.948305098	0.942808315	1.041235405
FIG00897538_HDIG_domain_protein_	FIG00897538	HDIG_domain_protein_	41.6	31.7	108.9	37.3	149.1	599.2	134.7	64.7	181	50.8	337.9	0.947189525	0.942808315	-1.048628267
FIG00000911_NADH_pyrophosphatase_(EC_3.6.1.22)_	FIG00000911	NADH_pyrophosphatase_(EC_3.6.1.22)_	166.6	43.7	232.7	186.3	203.5	1807.7	758.8	215	314	185.2	821.3	0.949010524	0.942808315	1.042666162
FIG01961106_DNA_replication_protein_DnaC_	FIG01961106	DNA_replication_protein_DnaC_	11.7	3.2	5.5	36.1	5.2	0	0	5.2	7.9	16.5	18.6	0.942208535	0.942808315	-1.066735823
"FIG00005898_Integral_membrane_protein_YggT,_involved_in_response_to_extracytoplasmic_stress_(osmotic_shock)_"	FIG00005898	"Integral_membrane_protein_YggT,_involved_in_response_to_extracytoplasmic_stress_(osmotic_shock)_"	13.3	2.2	3.2	3.3	0	9.2	0	2.6	4	9.6	6.2	0.939512819	0.942808315	-1.160714286
FIG00458842_HpaP_protein;_Type_III_secretion_protein_(YscP)_	FIG00458842	HpaP_protein;_Type_III_secretion_protein_(YscP)_	0	0	0	6.6	0	27.9	0	12.9	15.9	2.7	0	0.936988213	0.942808315	1.095652174
FIG00647064_FIG00647067:_hypothetical_protein_	FIG00647064	FIG00647067:_hypothetical_protein_	1.7	0	4.7	2.2	5.9	69.7	22.5	7.8	2	0	34.1	0.944719288	0.942808315	-1.056726908
FIG00533508_FIG00533509:_hypothetical_protein_	FIG00533508	FIG00533509:_hypothetical_protein_	38.4	2.2	25.8	23.1	64.2	501.9	179.5	72.4	20	63.1	179.8	0.939412991	0.942808315	-1.061253561
FIG00696515_FIG00696516:_hypothetical_protein_	FIG00696515	FIG00696516:_hypothetical_protein_	13.4	7.5	106.5	46	15.5	111.6	85.3	7.8	65.6	19.2	86.8	0.943600596	0.942808315	1.05703827
FIG00346989_Pili_retraction_protein_pilT_	FIG00346989	Pili_retraction_protein_pilT_	70	9.6	23.4	150.2	49.1	385.6	152.7	103.4	63.6	39.6	186	0.945818139	0.942808315	-1.051256189
FIG01150086_FIG01150087:_hypothetical_protein_	FIG01150086	FIG01150087:_hypothetical_protein_	0	3.2	19.6	0	20.9	37.1	9	2.6	49.7	11	0	0.938236985	0.942808315	1.073762376
FIG01384011_Nascent_polypeptide-associated_complex_protein_	FIG01384011	Nascent_polypeptide-associated_complex_protein_	16.7	8.4	0.8	7.7	10.4	23.1	22.5	12.9	6	5.4	6.2	0.940339745	0.942808315	-1.055031447
FIG01955932_Maltose/maltodextrin_transport_ATP-binding_protein_MalK_(EC_3.6.3.19)_	FIG01955932	Maltose/maltodextrin_transport_ATP-binding_protein_MalK_(EC_3.6.3.19)_	1.7	10.5	17.2	142.4	44.7	134.5	183.9	36.2	19.9	34.3	34.1	0.944007059	0.942808315	1.054358974
FIG00036997_Na(+)-translocating_NADH-quinone_reductase_subunit_C_(EC_1.6.5.-)_	FIG00036997	Na(+)-translocating_NADH-quinone_reductase_subunit_C_(EC_1.6.5.-)_	448.2	218.5	509.2	452.5	546.6	3132.6	1714.6	478.6	776.9	422.7	1240	0.936670168	0.942808315	1.047433868
FIG00896666_FIG00896667:_hypothetical_protein_	FIG00896666	FIG00896667:_hypothetical_protein_	6.7	1.1	0	3.3	0	0	0	10.3	0	0	0	0.942850977	0.942808315	1.113513514
FIG00939652_FIG00939653:_hypothetical_protein_	FIG00939652	FIG00939653:_hypothetical_protein_	3.3	15.9	6.2	1.1	3.7	237	9	2.6	115.3	83.7	24.8	0.946555804	0.942808315	1.057185629
FIG01322217_putative_hydrogenase_	FIG01322217	putative_hydrogenase_	5	0	0	2.2	5.2	9.3	4.5	0	11.9	0	3.1	0.943175449	0.942808315	1.078341014
FIG00000319_Malonyl_CoA-acyl_carrier_protein_transacylase_(EC_2.3.1.39)_	FIG00000319	Malonyl_CoA-acyl_carrier_protein_transacylase_(EC_2.3.1.39)_	720.9	264.6	599.5	706.6	1161	4893.3	2159	734.7	1717.3	844.2	1205.7	0.939776119	0.942808315	-1.044140682
FIG00898507_FIG00898509:_hypothetical_protein_	FIG00898507	FIG00898509:_hypothetical_protein_	176.6	123.3	65.9	130.5	189.5	883	166.1	113.9	292.2	244.2	437	0.94758045	0.942808315	-1.043029626
FIG01032017_FIG01032018:_hypothetical_protein_	FIG01032017	FIG01032018:_hypothetical_protein_	35	46.3	3.2	14.2	14.9	32.5	9	0	11.9	20.6	86.8	0.941070443	0.942808315	1.053798768
FIG01296775_DNA-directed_RNA_polymerase_III_largest_subunit_(EC_2.7.7.6)_	FIG01296775	DNA-directed_RNA_polymerase_III_largest_subunit_(EC_2.7.7.6)_	3.3	0	1.6	2.2	0	181.2	44.9	0	83.4	1.4	15.5	0.938328701	0.942808315	-1.080693297
FIG00004249_Lysophospholipase_(EC_3.1.1.5)_	FIG00004249	Lysophospholipase_(EC_3.1.1.5)_	15	27.5	18.8	8.8	34.2	488.1	44.9	7.8	334	30.3	49.6	0.943180041	0.942808315	-1.058008287
FIG00937417_FIG00937418:_hypothetical_protein_	FIG00937417	FIG00937418:_hypothetical_protein_	55	3.2	9.4	50.4	8.9	223.1	35.9	75	31.8	31.6	133.3	0.941962094	0.942808315	1.054628571
FIG00898912_FIG00898913:_hypothetical_protein_	FIG00898912	FIG00898913:_hypothetical_protein_	3.3	3.2	0.8	2.2	6.7	13.9	13.5	0	4	2.7	6.2	0.94286859	0.942808315	1.052491694
FIG00645364_FIG00645365:_hypothetical_protein_	FIG00645364	FIG00645365:_hypothetical_protein_	35	4.3	23.5	8.8	8.2	599.3	89.9	207	2	52	247.9	0.944068611	0.942808315	1.058106317
FIG00469551_FIG00469556:_hypothetical_protein_	FIG00469551	FIG00469556:_hypothetical_protein_	0	0	3.9	1.1	0	4.6	0	0	7.9	1.4	0	0.948395503	0.942808315	1.1625
FIG01290961_Tyrosyl-tRNA_synthetase_(EC_6.1.1.1)_	FIG01290961	Tyrosyl-tRNA_synthetase_(EC_6.1.1.1)_	0	3.2	0	2.2	0.7	4.6	0	0	6	4.1	0	0.940620158	0.942808315	1.13271028
FIG00095112_Crossover_junction_endodeoxyribonuclease_RuvC_(EC_3.1.22.4)_	FIG00095112	Crossover_junction_endodeoxyribonuclease_RuvC_(EC_3.1.22.4)_	473.5	284.3	558.1	449.7	567.6	3930.9	1813.7	546.2	924.4	576.4	1559.1	0.949254475	0.942808315	1.038259287
FIG01031714_FIG01031715:_hypothetical_protein_	FIG01031714	FIG01031715:_hypothetical_protein_	38.4	11.6	8.6	71.2	12.7	102.2	98.8	15.5	6	2.8	93	0.940139788	0.942808315	1.059746629
FIG00003900_Fibrillarin_	FIG00003900	Fibrillarin_	13.4	23.2	5.4	12.1	11.2	4.6	4.5	0	33.8	12.3	12.4	0.937268742	0.942808315	1.081545064
"FIG01956157_LSU_ribosomal_protein_L31p_@_LSU_ribosomal_protein_L31p,_zinc-dependent_/_domain_of_low_sequence_complexity_"	FIG01956157	"LSU_ribosomal_protein_L31p_@_LSU_ribosomal_protein_L31p,_zinc-dependent_/_domain_of_low_sequence_complexity_"	61.7	18	0.8	32.9	29.1	13.9	27	31.1	6	22	37.2	0.941440904	0.942808315	-1.057042444
FIG00134368_Cytosine_deaminase_(EC_3.5.4.1)_	FIG00134368	Cytosine_deaminase_(EC_3.5.4.1)_	46.7	15	69.8	20.9	56.7	483.2	94.3	13	250.4	26.2	161.2	0.936287253	0.942808315	-1.058368495
FIG01032444_prophage_pi2_protein_38_	FIG01032444	prophage_pi2_protein_38_	1.7	2.1	3.9	0	12.6	18.5	9	0	0	1.4	24.8	0.94672217	0.942808315	1.088659794
FIG01770278_Dipeptidyl_aminopeptidase/acylaminoacyl-peptidase-like_protein_	FIG01770278	Dipeptidyl_aminopeptidase/acylaminoacyl-peptidase-like_protein_	3.3	0	3.9	18.6	8.9	120.8	40.4	18.2	0	0	80.6	0.944772796	0.942808315	1.074212219
FIG01413174_FIG00412616:_hypothetical_protein_	FIG01413174	FIG00412616:_hypothetical_protein_	64.9	4.2	2.3	95.3	5.9	1166.7	89.8	77.6	204.7	17.9	656.9	0.937751137	0.942808315	-1.066083994
FIG00882049_metallo-beta-lactamase_family_protein_	FIG00882049	metallo-beta-lactamase_family_protein_	146.7	123.8	96.4	234.6	203.4	1324.4	404.1	191.6	324.3	160.5	784.2	0.938201065	0.942808315	1.050880571
FIG00454255_Heat_shock_protein_Hsp20_	FIG00454255	Heat_shock_protein_Hsp20_	0	7.4	39.9	2.2	0	120.9	62.8	41.4	0	43.9	3.1	0.946651999	0.942808315	1.064788732
FIG01223499_Putative_pertactin_family_virulence_factor/autotransporter_precursor_	FIG01223499	Putative_pertactin_family_virulence_factor/autotransporter_precursor_	5	6.3	7.8	9.9	6	41.8	4.5	15.5	33.8	5.5	9.3	0.937612353	0.942808315	1.071875
FIG01456688_pyruvate_carboxyltransferase_	FIG01456688	pyruvate_carboxyltransferase_	1.7	14.8	0.8	1.1	13.4	13.9	4.5	2.6	4	30.2	0	0.948665215	0.942808315	1.084463895
FIG00938786_FIG01057005:_hypothetical_protein_	FIG00938786	FIG01057005:_hypothetical_protein_	30	249.5	11	60.3	17.1	27.9	49.4	31	53.7	43.9	136.4	0.947485386	0.942808315	-1.04908821
FIG00528534_FIG00528538:_hypothetical_protein_	FIG00528534	FIG00528538:_hypothetical_protein_	1.7	0	0	15.3	0	51.1	22.4	18.1	0	0	12.4	0.937355611	0.942808315	-1.072778828
FIG00645289_FIG00645290:_hypothetical_protein_	FIG00645289	FIG00645290:_hypothetical_protein_	108.2	16.9	24.3	85.5	118.6	185.9	36	188.7	15.9	167.4	65.1	0.944995584	0.942808315	1.052502781
FIG01473743_FIG01245624:_hypothetical_protein_	FIG01473743	FIG01245624:_hypothetical_protein_	6.7	9.5	11	0	9	111.6	4.5	0	127.2	0	3.1	0.938345065	0.942808315	1.094451962
FIG00002974_Nucleoside_triphosphate_pyrophosphohydrolase_MazG_(EC_3.6.1.8)_	FIG00002974	Nucleoside_triphosphate_pyrophosphohydrolase_MazG_(EC_3.6.1.8)_	646.3	334.1	570.9	1067.3	895.7	5631.9	1943.7	758.3	1743	1135.1	2330.8	0.947936317	0.942808315	1.037926133
FIG00014684_Putative_two-domain_glycosyltransferase_	FIG00014684	Putative_two-domain_glycosyltransferase_	51.6	4.2	14.1	73.4	41	292.9	134.7	62.1	93.4	8.3	77.5	0.941737499	0.942808315	-1.057624113
FIG01412605_M._jannaschii_predicted_coding_region_MJ0455_	FIG01412605	M._jannaschii_predicted_coding_region_MJ0455_	8.3	0	3.1	0	10.4	9.3	0	7.8	0	0	18.6	0.947098447	0.942808315	1.018649518
FIG00004718_LSU_ribosomal_protein_L39e_	FIG00004718	LSU_ribosomal_protein_L39e_	5	11.6	4	5.5	8.9	18.5	4.5	0	15.9	16.5	6.2	0.945116447	0.942808315	-1.034416087
FIG01330177_Putative_nucleoside_triphosphatase_	FIG01330177	Putative_nucleoside_triphosphatase_	0	0	2.4	0	6	13.9	9	0	2	5.5	0	0.949086039	0.942808315	-1.126262626
FIG00057144_Glycosyltransferase_(EC_2.4.1.-)_SypI_	FIG00057144	Glycosyltransferase_(EC_2.4.1.-)_SypI_	0	0	0	0	4.5	37.2	0	0	0	37	0	0.947851754	0.942808315	1.064748201
"FIG00072159_DNA_adenine_methyltransferase,_phage-associated_"	FIG00072159	"DNA_adenine_methyltransferase,_phage-associated_"	11.7	0	0	0	0.7	0	0	0	4	2.7	3.1	0.946871208	0.942808315	-1.054421769
FIG00937952_FIG00898077:_hypothetical_protein_	FIG00937952	FIG00898077:_hypothetical_protein_	517.9	228.7	498.7	913.5	694.7	5517.1	2351.8	900.2	898	825.9	2305.8	0.941629371	0.942808315	1.043896495
FIG00519540_FIG00519541:_hypothetical_protein_	FIG00519540	FIG00519541:_hypothetical_protein_	3.3	6.3	1.6	2.2	0	13.9	4.5	2.6	4	6.9	3.1	0.949259915	0.942808315	-1.078199052
FIG01955557_ribitol-5-phosphate_cytidylyltransferase_(EC_2.7.7.40)_	FIG01955557	ribitol-5-phosphate_cytidylyltransferase_(EC_2.7.7.40)_	6.7	6.5	0	1.1	6.6	0	4.5	2.6	6	2.8	0	0.937144725	0.942808315	-1.095387841
FIG00448421_Mrp_protein_homolog_	FIG00448421	Mrp_protein_homolog_	11.7	3.2	0	7.7	0	27.9	0	0	11.9	0	34.1	0.943508957	0.942808315	1.093069307
FIG00935640_FIG00935642:_hypothetical_protein_	FIG00935640	FIG00935642:_hypothetical_protein_	83.3	94.7	42.4	119.6	117.2	1854.3	601.3	147.5	252.4	176.9	654	0.940957555	0.942808315	-1.051389116
FIG00040817_Sugar_diacid_utilization_regulator_SdaR_	FIG00040817	Sugar_diacid_utilization_regulator_SdaR_	1134.5	523.5	588.9	855.1	984.4	4859.7	1818.4	965.1	1192.8	1454.4	1711	0.938416577	0.942808315	-1.043880775
"FIG00000247_Inactive_homolog_of_metal-dependent_proteases,_putative_molecular_chaperone_"	FIG00000247	"Inactive_homolog_of_metal-dependent_proteases,_putative_molecular_chaperone_"	565	371.1	673.9	785.9	1308.9	6430.6	2698.2	789.1	1590.3	1012.7	2048.8	0.948465722	0.942808315	-1.037727349
FIG00001166_Arginine/ornithine_antiporter_ArcD_	FIG00001166	Arginine/ornithine_antiporter_ArcD_	915.8	859	620.4	1602.8	1317.2	2880.7	938.3	1402	884.7	1365.1	2529	0.939220474	0.942808315	1.042340683
FIG00136084_Aspartate_carbamoyltransferase_(EC_2.1.3.2)_/_Aspartate_carbamoyltransferase_regulatory_chain_(PyrI)_	FIG00136084	Aspartate_carbamoyltransferase_(EC_2.1.3.2)_/_Aspartate_carbamoyltransferase_regulatory_chain_(PyrI)_	3.4	81.1	99.5	1.1	127.6	283.5	211	0	173	61.6	21.7	0.9400735	0.942808315	-1.063199943
FIG00051025_Predicted_sialic_acid_transporter_	FIG00051025	Predicted_sialic_acid_transporter_	79.9	24.2	81.4	16.5	67.8	808.9	350	75	35.8	105.7	291.3	0.949040121	0.942808315	-1.047932696
FIG00939349_FIG00939351:_hypothetical_protein_	FIG00939349	FIG00939351:_hypothetical_protein_	45	6.4	68.1	96.4	19.2	515.9	134.7	36.3	93.5	11	381.1	0.947190621	0.942808315	1.049161119
FIG01077063_FIG01077080:_hypothetical_protein_	FIG01077063	FIG01077080:_hypothetical_protein_	0	0	0	1.1	10.4	9.3	0	0	11.9	5.5	0	0.949018547	0.942808315	1.003846154
FIG00135545_Energy_conserving_hydrogenase_Ehb_protein_Q_	FIG00135545	Energy_conserving_hydrogenase_Ehb_protein_Q_	10	5.3	0	8.8	7.4	13.9	4.5	5.2	17.9	6.8	6.2	0.949160102	0.942808315	1.073127753
"FIG00013499_Arabinogalactan_endo-1,4-beta-galactosidase_(EC_3.2.1.89)_"	FIG00013499	"Arabinogalactan_endo-1,4-beta-galactosidase_(EC_3.2.1.89)_"	0	5.3	20.4	0	35.1	27.9	4.5	0	39.7	6.9	27.9	0.940623472	0.942808315	1.068771139
"FIG00132548_Thiol_peroxidase,_Bcp-type_(EC_1.11.1.15)_"	FIG00132548	"Thiol_peroxidase,_Bcp-type_(EC_1.11.1.15)_"	727.8	433.7	2134.3	1054	1981.8	6929.5	3433.7	1458.6	3619.2	1277	1751.2	0.937613992	0.942808315	1.044230117
"FIG00024401_UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine_ligase_(EC_6.3.2.10)_"	FIG00024401	"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine_ligase_(EC_6.3.2.10)_"	1183.6	693.1	1437.1	1289.6	1881.4	13494.9	5624.4	1803.7	2862.3	2114.2	4869.4	0.947266088	0.942808315	1.037493055
FIG01032461_FIG01032463:_hypothetical_protein_	FIG01032461	FIG01032463:_hypothetical_protein_	76.7	22.3	85.3	59.2	144.7	459.8	143.7	114	67.6	290.8	120.9	0.949571432	0.942843859	1.042924528
FIG01851761_FIG00623456:_hypothetical_protein_	FIG01851761	FIG00623456:_hypothetical_protein_	10	8.4	0	12.1	2.2	9.3	9	10.4	2	8.2	3.1	0.949588878	0.942843859	-1.070336391
FIG01427119_L-fucose_isomerase_related_protein_	FIG01427119	L-fucose_isomerase_related_protein_	8.3	16.9	14.1	6.6	11.1	41.7	4.5	20.7	23.9	9.6	18.6	0.949810165	0.942982618	-1.064036223
FIG01498590_PUTATIVE_CYTOSINE-SPECIFIC_METHYLTRANSFERASE_PROTEIN(_EC:2.1.1.73_)_	FIG01498590	PUTATIVE_CYTOSINE-SPECIFIC_METHYLTRANSFERASE_PROTEIN(_EC:2.1.1.73_)_	1.7	0	7	0	11.2	0	0	0	17.9	0	0	0.949935177	0.942997465	1.079396985
FIG01616481_InterPro_IPR001993:IPR004843:IPR006311_	FIG01616481	InterPro_IPR001993:IPR004843:IPR006311_	33.3	17.9	0	13.1	0.7	102.3	0	0	95.4	8.2	27.9	0.949988195	0.942997465	-1.060202788
FIG00898823_FIG00898824:_hypothetical_protein_	FIG00898823	FIG00898824:_hypothetical_protein_	3.3	11.6	2.3	0	5.9	65.1	35.9	0	4	16.5	21.7	0.95008943	0.942999165	1.062585034
FIG00047509_Methionine_ABC_transporter_substrate-binding_protein_	FIG00047509	Methionine_ABC_transporter_substrate-binding_protein_	485.1	366.7	949	636.2	885.9	4474.2	1751.6	1019.5	1471	1133	1354.6	0.950152981	0.942999165	1.035723538
FIG00519053_FIG00519055:_hypothetical_protein_	FIG00519053	FIG00519055:_hypothetical_protein_	39.9	0	14.2	4.4	60.5	41.7	0	15.5	21.9	31.5	55.8	0.950366073	0.943013985	-1.073910719
FIG00936980_FIG00936982:_hypothetical_protein_	FIG00936980	FIG00936982:_hypothetical_protein_	1744.3	797.1	262.5	2544	742.7	21836.9	3635.2	1704	10967.8	5188.2	2652.7	0.950412529	0.943013985	1.037596634
"FIG00628138_Transcriptional_regulator,_TetR_family_"	FIG00628138	"Transcriptional_regulator,_TetR_family_"	8.3	4.3	47.8	22	30.5	278.8	80.8	77.6	25.9	4.1	120.9	0.950329067	0.943013985	-1.055340015
FIG00229257_Histidinol-phosphatase_(EC_3.1.3.15)_	FIG00229257	Histidinol-phosphatase_(EC_3.1.3.15)_	546.7	578.2	1101.4	602.9	1247.2	4223.2	1728.8	778.8	1596.1	1286.1	1292.6	0.95099564	0.943036785	-1.035007383
FIG01757405_pathogenesis_related_protein_	FIG01757405	pathogenesis_related_protein_	0	0	1.6	19.7	0	0	13.5	2.6	0	0	0	0.950947211	0.943036785	-1.102484472
FIG01312935_Betaine_reductase_component_B_beta_subunit_(EC_1.21.4.4)_@_selenocysteine-containing_	FIG01312935	Betaine_reductase_component_B_beta_subunit_(EC_1.21.4.4)_@_selenocysteine-containing_	6.7	9.5	5.5	4.4	10.4	9.3	0	7.8	4	15.1	9.3	0.950837676	0.943036785	-1.054327808
FIG01511203_FIG00898863:_hypothetical_protein_	FIG01511203	FIG00898863:_hypothetical_protein_	0	0	0	2.2	0.7	18.6	0	0	13.9	0	3.1	0.950542314	0.943036785	-1.053921569
FIG01617064_putative_serine/threonine-protein_kinase_pknB_	FIG01617064	putative_serine/threonine-protein_kinase_pknB_	53.3	0	0.8	14.2	0	18.6	0	10.3	23.8	0	34.1	0.951006291	0.943036785	-1.061827957
FIG00001037_Anaerobic_dimethyl_sulfoxide_reductase_chain_B_(EC_1.8.99.-)_	FIG00001037	Anaerobic_dimethyl_sulfoxide_reductase_chain_B_(EC_1.8.99.-)_	8.3	1.1	4.7	8.8	2.2	27.7	4.5	2.6	2	6.9	31	0.950695384	0.943036785	1.068181818
"FIG01288623_ABC_transporter,_permease_protein_"	FIG01288623	"ABC_transporter,_permease_protein_"	717.6	239.7	359.9	1646.2	920.4	8147.7	2639.1	1239.2	1089.4	1623.3	3080.7	0.950735951	0.943036785	-1.036658499
"FIG00606262_Transcriptional_regulator,_Hth-3_family_"	FIG00606262	"Transcriptional_regulator,_Hth-3_family_"	8.3	3.2	3.1	1.1	6.7	13.9	18	2.6	8	2.7	0	0.951168676	0.943116945	1.034710744
"FIG01323075_Serine_protease,_subtilase_family_"	FIG01323075	"Serine_protease,_subtilase_family_"	28.3	0	0.8	0	2.2	0	0	0	23.8	0	0	0.952188885	0.943191827	-1.095938375
FIG01379993_FIG00409689:_hypothetical_protein_	FIG01379993	FIG00409689:_hypothetical_protein_	21.6	10.5	33.6	25.2	58.9	167.3	36	13	16	71.5	114.7	0.951767099	0.943191827	-1.051950637
"FIG00006512_Predicted_hydrolase_of_the_metallo-beta-lactamase_superfamily,_clustered_with_KDO2-Lipid_A_biosynthesis_genes_"	FIG00006512	"Predicted_hydrolase_of_the_metallo-beta-lactamase_superfamily,_clustered_with_KDO2-Lipid_A_biosynthesis_genes_"	5	0	0.8	3.3	4.5	27.9	9	2.6	4	0	15.5	0.951857132	0.943191827	-1.112004287
"FIG01344107_cation-transporting_ATPase,_E1-E2_family_"	FIG01344107	"cation-transporting_ATPase,_E1-E2_family_"	0	0	0	3.3	0.7	4.6	4.5	0	2	1.4	0	0.952482955	0.943191827	1.102325581
FIG01217635_modification_methylase_NspV_	FIG01217635	modification_methylase_NspV_	0	5.3	13.3	6.6	33.6	51.1	4.5	0	49.7	17.8	24.8	0.9523968	0.943191827	1.056960874
"FIG00052904_Serine_protein_kinase_(prkA_protein),_P-loop_containing_"	FIG00052904	"Serine_protein_kinase_(prkA_protein),_P-loop_containing_"	0	2.2	6.3	7.7	5.9	4.6	0	0	2	19.2	0	0.952244095	0.943191827	-1.049528302
