FIGFAMID,Level1,Level2,Level3,function
FIG00001306,Protein___Metabolism,Protein___biosynthesis,Ribosome_activity_modulation,Ribosomal___subunit___interface___protein
FIG00001361,Protein___Metabolism,Selenoproteins,Selenocysteine_metabolism,Selenide-commawater___dikinase
FIG00001407,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,FKBP-type___peptidyl-prolyl___cis-trans___isomerase___fklB
FIG00001463,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,FKBP-type___peptidyl-prolyl___cis-trans___isomerase___FkpA___precursor
FIG00001477,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Ribonuclease___M5
FIG00001499,Protein___Metabolism,Protein___biosynthesis,Universal_GTPases,GTP-binding___protein___YqeH-comma___required___for___biogenesis___of___30S___ribosome___subunit
FIG00001530,Protein___Metabolism,Protein___degradation,Protein_degradation,Deblocking___aminopeptidase
FIG00001561,Protein___Metabolism,Protein___biosynthesis,Universal_GTPases,Probable___GTPase___related___to___EngC
FIG00001577,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_bacterial,LSU___ribosomal___protein___L6p___(L9e)
FIG00001635,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factor_G_family,Translation___elongation___factor___G-related___protein
FIG00001712,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_bacterial,SSU___ribosomal___protein___S1p
FIG00001732,Protein___Metabolism,Protein___degradation,Protein_degradation,Aminopeptidase___C
FIG00001818,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_bacterial,LSU___ribosomal___protein___L3p___(L3e)
FIG00001896,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_bacterial,LSU___ribosomal___protein___L25p
FIG00001976,Protein___Metabolism,Protein___biosynthesis,tRNA_aminoacylation-comma_Glu_and_Gln,Glutamyl-tRNA(Gln)___synthetase
FIG00002022,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,Nucleotide___excision___repair___protein-comma___with___UvrB/UvrC___motif
FIG00002216,Protein___Metabolism,Protein___degradation,Protein_degradation,Oligopeptidase___A
FIG00002354,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid___carrier)___aminotransferase
FIG00002442,Protein___Metabolism,Protein___folding,Protein_chaperones,HspR-comma___transcriptional___repressor___of___DnaK___operon
FIG00002523,Protein___Metabolism,Protein___degradation,Proteasome_archaeal,Proteasome___subunit___alpha
FIG00002661,Protein___Metabolism,Protein___degradation,Putative_TldE-TldD_proteolytic_complex,TldE/PmbA___protein-comma___part___of___proposed___TldE/TldD___proteolytic___complex___(PMID___12029038)
FIG00002674,Protein___Metabolism,Protein___degradation,Putative_TldE-TldD_proteolytic_complex,TldD___protein-comma___part___of___proposed___TldE/TldD___proteolytic___complex___(PMID___12029038)
FIG00002756,Protein___Metabolism,Protein___degradation,Protein_degradation,Isoaspartyl___dipeptidase
FIG00002924,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,UDP-glucose___4-epimerase
FIG00003409,Protein___Metabolism,Protein___biosynthesis,Ribosome_activity_modulation,Ribosome___hibernation___protein___YfiA
FIG00003715,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,UDP-glucose___4-epimerase
FIG00003715,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,UDP-N-acetylglucosamine___4-comma6-dehydratase
FIG00003843,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S19e
FIG00003849,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L7e___(L30p)
FIG00003851,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S5e___(S7p)
FIG00003853,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L3e___(L3p)
FIG00003854,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L18e
FIG00003856,Protein___Metabolism,Protein___biosynthesis,tRNA_aminoacylation-comma_Glu_and_Gln,Glutamyl-tRNA(Gln)___amidotransferase___asparaginase___subunit
FIG00003860,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S20e___(S10p)
FIG00003861,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S14e___(S11p)
FIG00003863,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factors_eukaryotic_and_archaeal,Translation___elongation___factor___1___beta___subunit
FIG00003872,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L12a___(P1/P2)
FIG00003892,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L1e___(L4p)
FIG00003901,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L15e
FIG00003926,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___SAe___(S2p)
FIG00003938,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L5e___(L18p)
FIG00003951,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S2e___(S5p)
FIG00003954,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S8e
FIG00003963,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S15Ae___(S8p)
FIG00003968,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L9e___(L6p)
FIG00004033,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S3e___(S3p)
FIG00004038,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L17e___(L22p)
FIG00004043,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S13e___(S15p)
FIG00004044,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S15e___(S19p)
FIG00004048,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L8e___(L2p)
FIG00004062,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L37Ae
FIG00004068,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L13Ae___(L13p)
FIG00004103,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L27Ae___(L15p)
FIG00004105,Protein___Metabolism,Protein___folding,Periplasmic_disulfide_interchange,Periplasmic___thiol:disulfide___interchange___protein-comma___DsbA-like
FIG00004115,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L10Ae___(L1p)
FIG00004122,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L11e___(L5p)
FIG00004126,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S16e___(S9p)
FIG00004220,Protein___Metabolism,Protein___degradation,Protein_degradation,Dipeptidyl___carboxypeptidase___Dcp
FIG00004282,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Thioredoxin
FIG00004287,Protein___Metabolism,Protein___biosynthesis,tRNA_aminoacylation-comma_Glu_and_Gln,Glutamyl-tRNA(Gln)___amidotransferase___transferase___subunit
FIG00004289,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S28e
FIG00004472,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S11e___(S17p)
FIG00004612,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,LSU___m5C1962___methyltransferase___RlmI
FIG00004674,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L31e
FIG00004718,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L39e
FIG00004833,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L24e
FIG00004950,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L32e
FIG00005117,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,UDP-glucose___4-epimerase
FIG00006150,Protein___Metabolism,Protein___degradation,Protein_degradation,Nondeblocking___aminopeptidase___YpdE___(X-X-[^PR]-___specific)
FIG00006734,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,4-amino-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid___carrier)___acetyltrasferase
FIG00006775,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L18Ae
FIG00006933,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,Alpha-1-comma4-N-acetylgalactosamine___transferase___PglH
FIG00007299,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,N-linked___glycosylation___glycosyltransferase___PglG
FIG00007960,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,Alpha-1-comma4-N-acetylgalactosamine___transferase___PglH
FIG00009229,Protein___Metabolism,Protein___folding,GroEL_GroES,Heat___shock___protein___60___family___co-chaperone___GroES
FIG00009265,Protein___Metabolism,Selenoproteins,Selenocysteine_metabolism,L-seryl-tRNA(Sec)___selenium___transferase
FIG00011902,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,ATP-dependent___Clp___protease___ATP-binding___subunit___ClpA
FIG00011902,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,ClpB___protein
FIG00011902,Protein___Metabolism,Protein___folding,Protein_chaperones,ClpB___protein
FIG00012692,Protein___Metabolism,Protein___degradation,Proteasome_bacterial,Site-specific___tyrosine___recombinase
FIG00013475,Protein___Metabolism,Protein___folding,Periplasmic_disulfide_interchange,Cytochrome___c-type___biogenesis___protein___CcmG/DsbE-comma___thiol:disulfide___oxidoreductase
FIG00013475,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Thioredoxin
FIG00013811,Protein___Metabolism,Protein___folding,Periplasmic_disulfide_interchange,Periplasmic___thiol:disulfide___interchange___protein___DsbA
FIG00013968,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_bacterial,Firmicutes___ribosomal___L7Ae___family___protein
FIG00014000,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,ATP-dependent___Clp___protease___ATP-binding___subunit___ClpA
FIG00014000,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,ClpB___protein
FIG00014000,Protein___Metabolism,Protein___folding,Protein_chaperones,ClpB___protein
FIG00014990,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Similar___to___ribosomal___large___subunit___pseudouridine___synthase___D-comma___Bacillus___subtilis___YjbO___type
FIG00015097,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,Glycosyltransferase___PglI
FIG00015729,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_bacterial,LSU___ribosomal___protein___L29p___(L35e)
FIG00016185,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factor_G_family,Translation___elongation___factor___G___paralog
FIG00018176,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,Phospholipid-lipopolysaccharide___ABC___transporter
FIG00018396,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Thioredoxin
FIG00018396,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Thioredoxin___reductase
FIG00018741,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,ATP-dependent___Clp___protease___adaptor___protein___ClpS
FIG00020371,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,Outer___membrane___stress___sensor___protease___DegS
FIG00020766,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,Oligosaccharyltransferase___PglB
FIG00022300,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,UDP-glucose___4-epimerase
FIG00023369,Protein___Metabolism,Protein___folding,Protein_chaperones,Chaperone___protein___DnaK
FIG00025127,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,ATP-dependent___Clp___protease-comma___ATP-binding___subunit___ClpC
FIG00025216,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,ClpB___protein
FIG00025216,Protein___Metabolism,Protein___folding,Protein_chaperones,ClpB___protein
FIG00027226,Protein___Metabolism,Protein___folding,Protein_chaperones,DnaJ-class___molecular___chaperone___CbpA
FIG00028132,Protein___Metabolism,Secretion,Protein_secretion_by_ABC-type_exporters,ABC-type___protease___exporter-comma___outer___membrane___component___PrtF/AprF
FIG00030879,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S23e___(S12p)
FIG00033907,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Thioredoxin
FIG00034057,Protein___Metabolism,Protein___biosynthesis,Translation_initiation_factors_eukaryotic_and_archaeal,Eukaryotic___translation___initiation___factor___2___beta___subunit
FIG00034968,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L23Ae___(L23p)
FIG00035725,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L10e___(L16p)
FIG00036320,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,Alpha-1-comma4-N-acetylgalactosamine___transferase___PglJ
FIG00036406,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,Survival___protein___SurA___precursor___(Peptidyl-prolyl___cis-trans___isomerase___SurA)
FIG00037273,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_bacterial,SSU___ribosomal___protein___S2p___(SAe)
FIG00038410,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L37e
FIG00038726,Protein___Metabolism,Secretion,Protein_secretion_by_ABC-type_exporters,Putative___tonB___protein
FIG00039156,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S24e
FIG00040003,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L23e___(L14p)
FIG00040274,Protein___Metabolism,Protein___degradation,Proteasome_bacterial,ATP-dependent___protease___LonB-like___Type___I
FIG00041353,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L26e___(L24p)
FIG00042556,Protein___Metabolism,Protein___biosynthesis,Translation_initiation_factors_eukaryotic_and_archaeal,Eukaryotic___translation___initiation___factor___2___gamma___subunit
FIG00042847,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,RNA___pseudouridylate___synthase-comma___group___1
FIG00044883,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___P0___(L10p)
FIG00046227,Protein___Metabolism,Protein___biosynthesis,Translation_initiation_factors_eukaryotic_and_archaeal,Translation___initiation___factor___1A
FIG00046771,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L35e___(L29p)
FIG00048776,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factors_eukaryotic_and_archaeal,Translation___elongation___factor___1___alpha-related___protein
FIG00048906,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L34e
FIG00048918,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S9e___(S4p)
FIG00048933,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L14e
FIG00049336,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,Foldase___protein___PrsA___precursor
FIG00049336,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,Peptidyl-prolyl___cis-trans___isomerase___ppiD
FIG00049744,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S27e
FIG00049816,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S29e___(S14p)
FIG00049915,Protein___Metabolism,Protein___biosynthesis,Universal_GTPases,GTP-binding___and___nucleic___acid-binding___protein___YchF
FIG00052789,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S6e
FIG00054478,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal-protein-L7p-serine___acetyltransferase
FIG00055563,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L35Ae
FIG00055673,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_bacterial,SSU___ribosomal___protein___S11p___(S14e)
FIG00057758,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L44e
FIG00059426,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Ribonuclease___E
FIG00063189,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factor_G_family,Translation___elongation___factor___G
FIG00063189,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factor_G_family,Translation___elongation___factor___G-comma___mitochondrial
FIG00063189,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factor_G_family,Translation___elongation___factor___G-related___protein
FIG00063189,Protein___Metabolism,Protein___biosynthesis,Universal_GTPases,Translation___elongation___factor___G
FIG00065488,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L40e
FIG00065668,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S4e
FIG00067497,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S17e
FIG00070884,Protein___Metabolism,Protein___biosynthesis,Translation_initiation_factors_eukaryotic_and_archaeal,Eukaryotic___translation___initiation___factor___2___alpha___subunit
FIG00071077,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factors_eukaryotic_and_archaeal,Translation___elongation___factor___1___alpha___subunit
FIG00071077,Protein___Metabolism,Protein___biosynthesis,Universal_GTPases,Translation___elongation___factor___1___alpha___subunit
FIG00071434,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S27Ae
FIG00071640,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L30e
FIG00075111,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L19e
FIG00076844,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S18e___(S13p)
FIG00078626,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L7Ae
FIG00078671,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factors_eukaryotic_and_archaeal,Eukaryotic___peptide___chain___release___factor___subunit___1
FIG00079804,Protein___Metabolism,Protein___biosynthesis,Translation_initiation_factors_eukaryotic_and_archaeal,Eukaryotic___translation___initiation___factor___6
FIG00080231,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factor_G_family,Ribosome___protection-type___tetracycline___resistance___related___proteins-comma___group___2
FIG00080534,Protein___Metabolism,Protein___biosynthesis,Pyrrolysine,Pyrrolysine___synthetase
FIG00083017,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,Outer___membrane___stress___sensor___protease___DegS
FIG00087516,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Similar___to___ribosomal___large___subunit___pseudouridine___synthase___D-comma___TTE1780-type
FIG00090781,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_bacterial,LSU___ribosomal___protein___L14p___(L23e)
FIG00093200,Protein___Metabolism,Protein___degradation,Proteasome_archaeal,Proteasome___subunit___beta
FIG00094658,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S25e
FIG00098273,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Glycine/sarcosine/betaine___reductase___component___C___chain___2
FIG00100439,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factor_G_family,Translation___elongation___factor___2
FIG00100439,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factors_eukaryotic_and_archaeal,Translation___elongation___factor___2
FIG00100439,Protein___Metabolism,Protein___biosynthesis,Universal_GTPases,Translation___elongation___factor___2
FIG00102780,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L21e
FIG00107349,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Glycine/sarcosine/betaine___reductase___component___C___chain___1
FIG00108342,Protein___Metabolism,Protein___processing___and___modification,Ribosomal_protein_S12p_Asp_methylthiotransferase,tRNA-i(6)A37___methylthiotransferase
FIG00112376,Protein___Metabolism,Protein___folding,Thermosome-comma_archaeal,Thermosome___subunit
FIG00112715,Protein___Metabolism,Protein___biosynthesis,Translation_initiation_factors_eukaryotic_and_archaeal,Eukaryotic___translation___initiation___factor___5A
FIG00112765,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,Peptidyl-prolyl___cis-trans___isomerase___ppiA___precursor
FIG00112966,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S3Ae
FIG00122145,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal-protein-S18p-alanine___acetyltransferase
FIG00123201,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU___ribosomal___protein___S26e
FIG00129616,Protein___Metabolism,Protein___biosynthesis,Universal_GTPases,GTP-binding___protein___EngA
FIG00132617,Protein___Metabolism,Protein___degradation,Proteasome_bacterial,ATP-dependent___protease___La
FIG00132617,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,ATP-dependent___protease___La
FIG00132618,Protein___Metabolism,Protein___degradation,Proteasome_bacterial,ATP-dependent___protease___La
FIG00132618,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,ATP-dependent___protease___La
FIG00132717,Protein___Metabolism,Protein___degradation,Proteasome_bacterial,ATP-dependent___protease___La
FIG00132717,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,ATP-dependent___protease___La
FIG00133238,Protein___Metabolism,Protein___folding,Periplasmic_disulfide_interchange,Cytochrome___c-type___biogenesis___protein___CcdA___(DsbD___analog)
FIG00133445,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Similar___to___ribosomal___large___subunit___pseudouridine___synthase___D-comma___CAC1266-type
FIG00134255,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L13e
FIG00135160,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Glycine___reductase___component___B___gamma___subunit
FIG00135441,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_eukaryotic_and_archaeal,LSU___ribosomal___protein___L12e___(L11p)
FIG00135469,Protein___Metabolism,Protein___degradation,Protein_degradation,Aminopeptidase___YpdF___(MP--comma___MA--comma___MS--comma___AP--comma___NP-___specific)
FIG00135497,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Betaine___reductase___component___B___beta___subunit
FIG00136036,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Betaine___reductase___component___B___alpha___subunit
FIG00138240,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,Peptidyl-prolyl___cis-trans___isomerase___ppiC
FIG00138356,Protein___Metabolism,Protein___biosynthesis,Translation_initiation_factors_eukaryotic_and_archaeal,Translation___initiation___factor___SUI1-related___protein
FIG00139413,Protein___Metabolism,Protein___degradation,Proteasome_archaeal,Proteasome-activating___AAA-ATPase___(PAN)-comma___archaeal
FIG00143216,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,UDP-glucose___4-epimerase
FIG00144197,Protein___Metabolism,Selenoproteins,Selenocysteine_metabolism,UPF0425___pyridoxal___phosphate-dependent___protein___MJ0158
FIG00148852,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,Foldase___protein___PrsA___precursor
FIG00148991,Protein___Metabolism,Protein___degradation,Protein_degradation,Thimet___oligopeptidase
FIG00431195,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,RNA___pseudouridylate___synthase-comma___group___1
FIG00600726,Protein___Metabolism,Protein___degradation,Proteasome_bacterial,Site-specific___tyrosine___recombinase
FIG00624891,Protein___Metabolism,Protein___biosynthesis,Programmed_frameshift,Peptide___chain___release___factor___2
FIG00629757,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Thioredoxin
FIG00696679,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal___large___subunit___pseudouridine___synthase___C
FIG00714683,Protein___Metabolism,Protein___degradation,Proteasome_bacterial,Site-specific___tyrosine___recombinase
